SchoolCode,SchoolName,DistrictCode,CountyName,District,GSserved,Virtual,SOC,VirtStat,TA,SG_SD,SG_DS,ChronicAbsenteeismCount,chronicabsenteeismrate,Cnty_Sch_Cnt,ENR_decile,ENR_quartile,Rate_Sped,Rate_LI
6014435,Bennett/Kew Leadership Academy of Excellence,64634,Los Angeles,Inglewood Unified,K-8,N,60,0,510.0,484.0,66.0,134.0,26.7,1598,5,2,12.941176470588237,94.90196078431372
6068290,Scandia Elementary,70565,Solano,Travis Unified,K-6,N,60,0,511.0,260.0,97.0,45.0,9.4,72,5,2,18.98238747553816,50.88062622309197
6109466,John E. Steinbeck Elementary,65961,Monterey,Alisal Union,K-6,N,60,0,511.0,400.0,86.0,98.0,19.9,112,5,2,16.829745596868882,78.27788649706457
6035034,R. O. Hardin Elementary,67470,San Benito,Hollister,K-5,N,60,0,511.0,437.0,105.0,95.0,19.2,24,5,2,20.54794520547945,85.51859099804305
6030852,Willmore Elementary,66746,Orange,Westminster,K-6,N,60,0,511.0,397.0,78.0,39.0,7.7,547,5,2,15.264187866927593,77.69080234833659
6036677,Winn A. Myers Elementary,67850,San Bernardino,Rialto Unified,K-5,N,60,0,511.0,474.0,78.0,118.0,23.6,498,5,2,15.264187866927593,92.75929549902152
6028765,Stanford Elementary,66522,Orange,Garden Grove Unified,K-6,N,60,0,511.0,387.0,72.0,54.0,10.8,547,5,2,14.090019569471623,75.73385518590999
6085690,George V. LeyVa Intermediate,69435,Santa Clara,Evergreen Elementary,7-8,N,62,0,511.0,344.0,76.0,70.0,13.9,319,5,2,14.87279843444227,67.31898238747553
6046387,Northwood Elementary,69377,Santa Clara,Berryessa Union Elementary,K-5,N,60,0,511.0,93.0,28.0,39.0,7.8,319,5,2,5.47945205479452,18.199608610567513
6048920,Millikin Elementary,69674,Santa Clara,Santa Clara Unified,K-5,N,60,0,511.0,24.0,26.0,12.0,2.4,319,5,2,5.088062622309197,4.6966731898238745
6018840,Raymond Avenue Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,511.0,499.0,79.0,174.0,35.4,1598,5,2,15.459882583170254,97.65166340508806
6109755,Folsom Hills Elementary,67330,Sacramento,Folsom-Cordova Unified,K-5,N,60,0,511.0,61.0,99.0,31.0,6.1,301,5,2,19.373776908023483,11.937377690802348
6019889,West Vernon Avenue Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,511.0,502.0,88.0,99.0,20.2,1598,5,2,17.22113502935421,98.23874755381604
6022685,Rio Vista Elementary,64998,Los Angeles,Saugus Union,K-6,N,60,0,511.0,398.0,91.0,25.0,5.0,1598,5,2,17.80821917808219,77.88649706457925
6003628,Sutter Elementary,61648,Contra Costa,Antioch Unified,K-5,N,60,0,511.0,411.0,103.0,137.0,28.1,223,5,2,20.15655577299413,80.43052837573386
6117824,H. Clarke Powers Elementary,66845,Placer,Loomis Union Elementary,K-8,N,60,0,512.0,83.0,55.0,46.0,9.1,103,5,2,10.7421875,16.2109375
6054761,Woodlake Valley Middle,76794,Tulare,Woodlake Unified,6-8,C,62,0,512.0,466.0,43.0,43.0,8.5,169,5,2,8.3984375,91.015625
6036305,Lehigh Elementary,67819,San Bernardino,Ontario-Montclair,K-6,C,60,0,512.0,483.0,103.0,42.0,8.3,498,5,2,20.1171875,94.3359375
6038475,La Mesa Dale Elementary,68197,San Diego,La Mesa-Spring Valley,K-5,N,60,0,512.0,352.0,106.0,41.0,8.2,569,5,2,20.703125,68.75
6056295,Cesar Chavez Elementary,72678,Yolo,Davis Joint Unified,K-6,N,60,0,512.0,122.0,79.0,31.0,6.1,44,5,2,15.4296875,23.828125
6048706,Simonds Elementary,69666,Santa Clara,San Jose Unified,K-5,C,60,0,512.0,61.0,101.0,67.0,13.3,319,5,2,19.7265625,11.9140625
0121095,Ambassador-Global Leadership,64733,Los Angeles,Los Angeles Unified,6-12,N,65,0,512.0,496.0,88.0,133.0,27.0,1598,5,2,17.1875,96.875
6016521,Clover Avenue Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,512.0,212.0,46.0,40.0,8.1,1598,5,2,8.984375,41.40625
6054431,Tipton Elementary,72215,Tulare,Tipton Elementary,K-8,N,61,0,513.0,487.0,40.0,75.0,15.0,169,5,2,7.797270955165692,94.9317738791423
6114078,William R. Buckley Elementary,71837,Tulare,Burton Elementary,K-6,N,60,0,513.0,434.0,83.0,42.0,8.3,169,5,2,16.17933723196881,84.60038986354775
6108518,Jenny Lind Elementary,61564,Calaveras,Calaveras Unified,K-7,N,60,0,513.0,253.0,84.0,130.0,25.8,14,5,2,16.374269005847953,49.317738791423
6112940,Bernhard Marks Elementary,75317,Merced,Dos Palos Oro Loma Joint Unified,3-5,N,60,0,513.0,460.0,75.0,95.0,18.8,92,5,2,14.619883040935672,89.66861598440545
6106306,McFarland Junior High,73908,Kern,McFarland Unified,6-8,N,62,0,513.0,473.0,63.0,57.0,11.3,250,5,2,12.280701754385964,92.20272904483431
6094668,Lomarena Elementary,73635,Orange,Saddleback Valley Unified,K-6,N,60,0,513.0,359.0,107.0,74.0,14.5,547,5,2,20.857699805068226,69.98050682261209
6028955,Imperial Middle,66563,Orange,La Habra City Elementary,6-8,N,62,0,513.0,430.0,106.0,77.0,15.1,547,5,2,20.66276803118908,83.82066276803118
6030613,Helen Estock Elementary,73643,Orange,Tustin Unified,K-6,N,60,0,513.0,482.0,58.0,118.0,23.5,547,5,2,11.306042884990253,93.95711500974659
6038202,Felicita Elementary,68098,San Diego,Escondido Union,K-5,N,60,0,513.0,467.0,115.0,143.0,28.4,569,5,2,22.417153996101362,91.03313840155946
6067193,Cedar Grove Elementary,69435,Santa Clara,Evergreen Elementary,K-6,N,60,0,513.0,262.0,58.0,50.0,10.0,319,5,2,11.306042884990253,51.07212475633528
6011498,Tracy Elementary,64287,Los Angeles,Baldwin Park Unified,K-5,N,60,0,513.0,470.0,119.0,58.0,11.4,1598,5,2,23.196881091617932,91.61793372319687
6003636,Turner Elementary,61648,Contra Costa,Antioch Unified,K-5,N,60,0,513.0,413.0,99.0,156.0,32.4,223,5,2,19.298245614035086,80.50682261208577
0111989,Charles H. Kim Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,513.0,481.0,81.0,57.0,11.4,1598,5,2,15.789473684210526,93.76218323586744
6002828,Jackson Elementary,73981,Amador,Amador County Unified,K-6,N,60,0,514.0,284.0,109.0,82.0,16.2,18,5,2,21.20622568093385,55.252918287937746
6002828,Jackson Elementary,73981,Amador,Jackson Unified,No Data,No Data,60,0,514.0,284.0,109.0,82.0,16.2,18,5,2,21.20622568093385,55.252918287937746
6110928,Seneca Elementary,67124,Riverside,Moreno Valley Unified,K-5,N,60,0,514.0,455.0,103.0,115.0,23.4,444,5,2,20.038910505836576,88.52140077821011
0141911,Juniper Elementary,65631,Merced,Atwater Elementary,K-6,N,60,0,514.0,383.0,101.0,45.0,8.9,92,5,2,19.64980544747082,74.5136186770428
6068191,Emmerton Elementary,67876,San Bernardino,San Bernardino City Unified,K-5,N,60,0,514.0,491.0,69.0,160.0,32.9,498,5,2,13.424124513618677,95.52529182879378
6109102,Bryant Ranch Elementary,66647,Orange,Placentia-Yorba Linda Unified,K-5,N,60,0,514.0,152.0,66.0,19.0,3.7,547,5,2,12.840466926070038,29.571984435797667
6057004,Claremont Middle,61259,Alameda,Oakland Unified,6-8,N,62,0,514.0,291.0,100.0,99.0,19.8,296,5,2,19.45525291828794,56.6147859922179
6004873,Murphy Elementary,61796,Contra Costa,West Contra Costa Unified,K-6,C,60,0,514.0,371.0,80.0,189.0,37.7,223,5,2,15.56420233463035,72.17898832684824
6113062,Glenshire Elementary,66944,Placer,Tahoe-Truckee Unified,K-5,N,60,0,515.0,92.0,83.0,31.0,6.1,103,5,2,16.116504854368934,17.864077669902912
6034292,Theodore Judah Elementary,67439,Sacramento,Sacramento City Unified,K-6,N,60,0,515.0,174.0,86.0,97.0,19.3,301,5,2,16.699029126213592,33.78640776699029
6113880,James Earl Carter Elementary,67058,Riverside,Desert Sands Unified,K-5,N,60,0,515.0,336.0,102.0,130.0,25.5,444,5,2,19.80582524271845,65.24271844660194
6089452,Castille Elementary,66464,Orange,Capistrano Unified,K-5,N,60,0,515.0,152.0,88.0,40.0,7.9,547,5,2,17.0873786407767,29.514563106796114
6039507,Ralph Waldo Emerson Elementary,68338,San Diego,San Diego Unified,K-5,N,60,0,515.0,501.0,108.0,177.0,35.8,569,5,2,20.97087378640777,97.28155339805825
6021752,Octavia E. Butler Magnet,64881,Los Angeles,Pasadena Unified,6-8,N,62,0,515.0,383.0,67.0,126.0,24.9,1598,5,2,13.009708737864079,74.36893203883496
6057483,Edgewood Academy,64295,Los Angeles,Bassett Unified,K-8,N,60,0,515.0,426.0,107.0,69.0,13.6,1598,5,2,20.776699029126213,82.71844660194175
6106785,Vista San Gabriel Elementary,65151,Los Angeles,Wilsona Elementary,K-2,N,60,0,515.0,464.0,98.0,173.0,35.0,1598,5,2,19.02912621359223,90.09708737864077
0132902,Bella Vista Elementary,61804,Contra Costa,San Ramon Valley Unified,K-5,N,60,0,515.0,94.0,104.0,44.0,8.7,223,5,2,20.19417475728155,18.25242718446602
2433001,Le Grand High,65730,Merced,Le Grand Union High,9-12,C,66,0,516.0,507.0,41.0,38.0,7.6,92,5,2,7.945736434108527,98.25581395348837
6053250,Franklin Elementary,71381,Sutter,Franklin Elementary,K-8,N,61,0,516.0,153.0,58.0,30.0,5.9,28,5,2,11.24031007751938,29.651162790697676
6053409,Lincoln Elementary,71464,Sutter,Yuba City Unified,K-5,N,60,0,516.0,385.0,58.0,58.0,11.5,28,5,2,11.24031007751938,74.6124031007752
6052591,Keyes Elementary,71134,Stanislaus,Keyes Union,K-5,N,60,0,516.0,459.0,90.0,58.0,11.5,151,5,2,17.441860465116278,88.95348837209302
6090583,Eden Gardens Elementary,61192,Alameda,Hayward Unified,K-6,N,60,0,516.0,369.0,79.0,146.0,29.0,296,5,2,15.310077519379844,71.51162790697676
6003875,Morello Park Elementary,61739,Contra Costa,Martinez Unified,K-5,N,60,0,516.0,131.0,68.0,33.0,6.5,223,5,2,13.178294573643413,25.387596899224807
6011654,Craig Williams Elementary,64303,Los Angeles,Bellflower Unified,K-6,N,60,0,516.0,470.0,71.0,145.0,28.9,1598,5,2,13.75968992248062,91.08527131782945
6015515,McKinley Elementary,64725,Los Angeles,Long Beach Unified,K-5,N,60,0,516.0,450.0,90.0,154.0,31.0,1598,5,2,17.441860465116278,87.20930232558139
6005904,Sierra Vista Elementary,62117,Fresno,Clovis Unified,K-6,N,60,0,516.0,449.0,77.0,134.0,27.0,292,5,2,14.922480620155037,87.01550387596899
6034482,Del Dayo Elementary,67447,Sacramento,San Juan Unified,K-6,N,60,0,517.0,170.0,71.0,37.0,7.2,301,5,2,13.733075435203096,32.88201160541586
6031140,Placer Elementary,66845,Placer,Loomis Union Elementary,K-8,N,60,0,517.0,43.0,67.0,25.0,4.8,103,5,2,12.959381044487428,8.317214700193423
6025423,Bryant Middle,75317,Merced,Dos Palos Oro Loma Joint Unified,6-8,N,62,0,517.0,472.0,60.0,134.0,26.3,92,5,2,11.60541586073501,91.29593810444874
6025423,Bryant Middle,75317,Merced,Dos Palos Joint Union Elementa,No Data,No Data,62,0,517.0,472.0,60.0,134.0,26.3,92,5,2,11.60541586073501,91.29593810444874
6036230,El Camino Elementary,67819,San Bernardino,Ontario-Montclair,K-6,C,60,0,517.0,466.0,155.0,74.0,14.4,498,5,2,29.980657640232106,90.13539651837525
6107155,Elizabeth T. Hughbanks Elementary,67850,San Bernardino,Rialto Unified,K-5,N,60,0,517.0,405.0,73.0,108.0,22.0,498,5,2,14.119922630560927,78.33655705996132
6035869,Poplar Elementary,67710,San Bernardino,Fontana Unified,K-6,N,60,0,517.0,457.0,116.0,133.0,27.1,498,5,2,22.437137330754354,88.39458413926499
6053102,Standiford Elementary,71290,Stanislaus,Sylvan Union Elementary,K-5,N,60,0,517.0,391.0,114.0,92.0,19.2,151,5,2,22.05029013539652,75.62862669245648
6001994,Laurel Elementary,61259,Alameda,Oakland Unified,K-5,N,60,0,517.0,438.0,95.0,189.0,37.5,296,5,2,18.3752417794971,84.71953578336557
0111765,Ruby Bridges Elementary,61119,Alameda,Alameda Unified,K-5,N,60,0,517.0,353.0,88.0,149.0,30.3,296,5,2,17.02127659574468,68.27852998065764
6038970,Garden Road Elementary,68296,San Diego,Poway Unified,K-5,N,60,0,517.0,110.0,140.0,45.0,8.7,569,5,2,27.079303675048354,21.27659574468085
6004535,Highlands Elementary,61788,Contra Costa,Pittsburg Unified,K-5,N,60,0,517.0,414.0,85.0,158.0,31.5,223,5,2,16.44100580270793,80.07736943907156
0113068,Lincoln Crossing Elementary,66951,Placer,Western Placer Unified,K-5,N,60,0,518.0,131.0,87.0,53.0,10.4,103,5,2,16.795366795366796,25.28957528957529
0113076,Ronald Reagan Elementary,65193,Madera,Chowchilla Elementary,3-4,N,60,0,518.0,466.0,71.0,36.0,7.0,57,5,2,13.706563706563706,89.96138996138995
6049936,Brook Knoll Elementary,75432,Santa Cruz,Scotts Valley Union Elementary,No Data,No Data,60,0,518.0,86.0,79.0,76.0,14.9,58,5,2,15.250965250965251,16.602316602316602
6049936,Brook Knoll Elementary,75432,Santa Cruz,Scotts Valley Unified,K-5,N,60,0,518.0,86.0,79.0,76.0,14.9,58,5,2,15.250965250965251,16.602316602316602
6029441,Newport Heights Elementary,66597,Orange,Newport-Mesa Unified,K-6,C,60,0,518.0,171.0,85.0,37.0,7.2,547,5,2,16.409266409266408,33.011583011583014
6027460,Mariposa Elementary,66449,Orange,Brea-Olinda Unified,K-6,N,60,0,518.0,196.0,72.0,25.0,4.9,547,5,2,13.8996138996139,37.83783783783784
6089056,Tierrasanta Elementary,68338,San Diego,San Diego Unified,K-5,N,60,0,518.0,173.0,74.0,68.0,13.4,569,5,2,14.285714285714285,33.397683397683394
6114854,Shoal Creek Elementary,68296,San Diego,Poway Unified,K-5,N,60,0,518.0,79.0,113.0,40.0,7.8,569,5,2,21.814671814671815,15.250965250965251
6062053,Lick (James) Middle,68478,San Francisco,San Francisco Unified,6-8,N,62,0,518.0,333.0,132.0,173.0,34.6,95,5,2,25.482625482625483,64.28571428571429
6112296,Glenwood Elementary,67421,Sacramento,Robla Elementary,K-6,N,60,0,518.0,435.0,50.0,111.0,21.9,301,5,2,9.652509652509652,83.97683397683397
6023634,Daniel Phelan Language Academy,65110,Los Angeles,Whittier City,K-5,N,60,0,518.0,335.0,65.0,60.0,11.6,1598,5,2,12.548262548262548,64.67181467181467
6005169,Buena Vista Elementary,61812,Contra Costa,Walnut Creek Elementary,K-5,N,60,0,518.0,110.0,59.0,38.0,7.4,223,5,2,11.389961389961389,21.235521235521233
6006050,Marshall Elementary,62158,Fresno,Fowler Unified,K-2,N,60,0,518.0,405.0,70.0,81.0,16.0,292,5,2,13.513513513513514,78.18532818532819
6058028,Samuel Gompers Middle,64733,Los Angeles,Los Angeles Unified,6-8,N,62,0,518.0,492.0,100.0,176.0,36.7,1598,5,2,19.305019305019304,94.98069498069498
4932554,Healdsburg High,75390,Sonoma,Healdsburg Unified,9-12,N,66,0,519.0,303.0,63.0,165.0,32.2,103,5,2,12.138728323699421,58.38150289017341
4932554,Healdsburg High,75390,Sonoma,Healdsburg Union High,No Data,No Data,66,0,519.0,303.0,63.0,165.0,32.2,103,5,2,12.138728323699421,58.38150289017341
6035877,Randall Pepper Elementary,67710,San Bernardino,Fontana Unified,K-5,N,60,0,519.0,475.0,94.0,155.0,30.9,498,5,2,18.11175337186898,91.52215799614643
6036297,Kingsley Elementary,67819,San Bernardino,Ontario-Montclair,K-6,C,60,0,519.0,478.0,76.0,42.0,8.2,498,5,2,14.64354527938343,92.10019267822736
6036594,Victoria Elementary,67843,San Bernardino,Redlands Unified,K-5,N,60,0,519.0,476.0,72.0,112.0,22.3,498,5,2,13.872832369942195,91.71483622350675
6110852,Arroyo Vista Elementary,66464,Orange,Capistrano Unified,K-5,N,60,0,519.0,151.0,102.0,40.0,7.8,547,5,2,19.653179190751445,29.09441233140655
6109904,Pio Pico Elementary,66670,Orange,Santa Ana Unified,K-8,N,60,0,519.0,506.0,104.0,61.0,12.0,547,5,2,20.03853564547206,97.495183044316
6028112,Orangethorpe Elementary,66506,Orange,Fullerton Elementary,K-6,N,60,0,519.0,422.0,161.0,81.0,16.0,547,5,2,31.021194605009633,81.31021194605009
6000988,Glassbrook Elementary,61192,Alameda,Hayward Unified,K-6,N,60,0,519.0,462.0,69.0,133.0,26.7,296,5,2,13.294797687861271,89.01734104046243
0126383,Playa Vista Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,519.0,123.0,59.0,91.0,17.9,1598,5,2,11.368015414258188,23.699421965317917
6016299,Canoga Park Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,519.0,494.0,120.0,104.0,21.0,1598,5,2,23.121387283236995,95.18304431599229
6016398,Castle Heights Elementary,64733,Los Angeles,Los Angeles Unified,K-5,N,60,0,519.0,173.0,56.0,46.0,9.0,1598,5,2,10.789980732177264,33.33333333333333
6020291,Washington Elementary,64774,Los Angeles,Lynwood Unified,K-6,N,60,0,519.0,481.0,93.0,160.0,31.5,1598,5,2,17.91907514450867,92.67822736030828
6022891,Mint Canyon Community Elementary,65045,Los Angeles,Sulphur Springs Union,K-6,N,60,0,519.0,424.0,125.0,82.0,16.3,1598,5,2,24.084778420038536,81.69556840077071
6054027,Earlimart Elementary,71902,Tulare,Earlimart Elementary,K-5,N,60,0,520.0,487.0,33.0,52.0,10.3,169,5,2,6.346153846153846,93.65384615384616
6109540,Cielo Vista Elementary,73635,Orange,Saddleback Valley Unified,K-6,N,60,0,520.0,335.0,78.0,81.0,15.9,547,5,2,15.0,64.42307692307693
6030217,Andrew Jackson Elementary,66670,Orange,Santa Ana Unified,K-5,N,60,0,520.0,496.0,133.0,68.0,13.4,547,5,2,25.576923076923073,95.38461538461539
6049373,Lietz Elementary,69708,Santa Clara,Union Elementary,K-5,N,60,0,520.0,138.0,104.0,63.0,12.2,319,5,2,20.0,26.53846153846154
6002703,Washington Manor Middle,61309,Alameda,San Lorenzo Unified,6-8,N,62,0,520.0,395.0,92.0,92.0,17.9,296,5,2,17.692307692307693,75.96153846153845
6114326,Tassajara Hills Elementary,61804,Contra Costa,San Ramon Valley Unified,K-5,N,60,0,520.0,48.0,58.0,27.0,5.2,223,5,2,11.153846153846155,9.230769230769232
6022677,Canyon Springs Community Elementary,65045,Los Angeles,Sulphur Springs Union,K-6,N,60,0,520.0,445.0,117.0,71.0,13.9,1598,5,2,22.5,85.57692307692307
6022677,Canyon Springs Community Elementary,65045,Los Angeles,Saugus Union,No Data,No Data,60,0,520.0,445.0,117.0,71.0,13.9,1598,5,2,22.5,85.57692307692307
6107353,Live Oak Elementary,64345,Los Angeles,Castaic Union,K-6,N,60,0,520.0,282.0,82.0,75.0,14.8,1598,5,2,15.769230769230768,54.230769230769226
0124487,Public Service Community at Diego Rivera Learning Complex,64733,Los Angeles,Los Angeles Unified,9-12,C,66,0,520.0,515.0,64.0,153.0,31.3,1598,5,2,12.307692307692308,99.03846153846155
1035575,Riverdale High,75408,Fresno,Riverdale Joint Union High,No Data,No Data,66,0,520.0,476.0,47.0,56.0,10.9,292,5,2,9.038461538461538,91.53846153846153
0132381,Helen Keller Middle,64725,Los Angeles,Long Beach Unified,6-8,N,62,0,520.0,230.0,23.0,35.0,6.7,1598,5,2,4.423076923076923,44.230769230769226
1035575,Riverdale High,75408,Fresno,Riverdale Joint Unified,9-12,N,66,0,520.0,476.0,47.0,56.0,10.9,292,5,2,9.038461538461538,91.53846153846153
6107221,Brooks Elementary,75358,Sonoma,Windsor Unified,3-5,N,60,0,521.0,295.0,130.0,101.0,19.8,103,5,2,24.95201535508637,56.62188099808061
6109169,Monte Vista Elementary,73882,Sonoma,Cotati-Rohnert Park Unified,K-5,N,60,0,521.0,284.0,140.0,98.0,19.1,103,5,2,26.87140115163148,54.510556621881
6107221,Brooks Elementary,75358,Sonoma,Windsor Union Elementary,No Data,No Data,60,0,521.0,295.0,130.0,101.0,19.8,103,5,2,24.95201535508637,56.62188099808061
6115695,Meadow View Elementary,70615,Sonoma,Bellevue Union,K-6,N,60,0,521.0,419.0,100.0,109.0,21.5,103,5,2,19.193857965451055,80.42226487523992
6045579,Buena Vista Elementary,69229,Santa Barbara,Lompoc Unified,K-6,N,60,0,521.0,229.0,99.0,70.0,13.8,108,5,2,19.001919385796544,43.953934740882914
6035463,Big Bear Middle,67637,San Bernardino,Bear Valley Unified,6-8,C,62,0,521.0,371.0,80.0,134.0,26.2,498,5,2,15.355086372360843,71.20921305182341
6036685,Lena M. Preston Elementary,67850,San Bernardino,Rialto Unified,K-5,N,60,0,521.0,465.0,74.0,116.0,22.9,498,5,2,14.203454894433781,89.25143953934742
6111769,Rock Springs Elementary,68098,San Diego,Escondido Union,K-5,N,60,0,521.0,452.0,130.0,139.0,26.9,569,5,2,24.95201535508637,86.75623800383877
6046809,Dwight D. Eisenhower Elementary,69419,Santa Clara,Cupertino Union,K-5,N,60,0,521.0,152.0,67.0,38.0,7.8,319,5,2,12.859884836852206,29.174664107485604
6099030,Willow Elementary,64683,Los Angeles,Las Virgenes Unified,K-5,N,60,0,521.0,107.0,95.0,37.0,7.1,1598,5,2,18.234165067178505,20.537428023032632
6097000,Woodsboro Elementary,66647,Orange,Placentia-Yorba Linda Unified,K-6,N,60,0,522.0,226.0,81.0,49.0,9.5,547,5,2,15.517241379310345,43.29501915708812
6068605,Oka (Isojiro) Elementary,66498,Orange,Fountain Valley Elementary,K-5,N,60,0,522.0,194.0,90.0,46.0,8.9,547,5,2,17.24137931034483,37.16475095785441
6056303,Robert E. Willett Elementary,72678,Yolo,Davis Joint Unified,K-6,N,60,0,522.0,165.0,80.0,47.0,9.1,44,5,2,15.32567049808429,31.60919540229885
6038855,Libby Elementary,73569,San Diego,Oceanside Unified,K-5,N,60,0,522.0,454.0,111.0,125.0,24.8,569,5,2,21.26436781609195,86.97318007662835
6011704,Stephen Foster Elementary,64303,Los Angeles,Bellflower Unified,K-6,N,60,0,522.0,350.0,152.0,112.0,21.7,1598,5,2,29.118773946360154,67.04980842911877
6003982,Cambridge Elementary,61754,Contra Costa,Mt. Diablo Unified,K-5,N,60,0,522.0,501.0,63.0,106.0,20.6,223,5,2,12.068965517241379,95.97701149425288
6042600,Grunsky Elementary,68676,San Joaquin,Stockton Unified,K-8,N,60,0,522.0,486.0,84.0,167.0,33.9,183,5,2,16.091954022988507,93.10344827586206
6014807,Round Meadow Elementary,64683,Los Angeles,Las Virgenes Unified,K-5,N,60,0,522.0,131.0,82.0,25.0,4.8,1598,5,2,15.708812260536398,25.095785440613028
6106017,Rancho Elementary,75192,Riverside,Temecula Valley Unified,K-5,N,60,0,523.0,179.0,74.0,53.0,10.2,444,5,2,14.149139579349903,34.22562141491396
6060156,Mission Hill Middle,69823,Santa Cruz,Santa Cruz City High,6-8,N,62,0,523.0,177.0,96.0,84.0,16.3,58,5,2,18.35564053537285,33.84321223709369
6106017,Rancho Elementary,75192,Riverside,Temecula Union Elementary,No Data,No Data,60,0,523.0,179.0,74.0,53.0,10.2,444,5,2,14.149139579349903,34.22562141491396
6056741,Olivehurst Elementary,72736,Yuba,Marysville Joint Unified,K-6,N,60,0,523.0,408.0,93.0,87.0,17.0,28,5,2,17.78202676864245,78.0114722753346
6054928,Soulsbyville Elementary,72397,Tuolumne,Soulsbyville Elementary,K-8,N,61,0,523.0,252.0,80.0,91.0,17.6,19,5,2,15.296367112810708,48.18355640535373
6053367,Bridge Street Elementary,71464,Sutter,Yuba City Unified,K-5,N,60,0,523.0,487.0,101.0,116.0,22.9,28,5,2,19.311663479923517,93.11663479923517
6007603,Murdock Elementary,62661,Glenn,Willows Unified,K-4,N,60,0,523.0,413.0,88.0,61.0,11.9,21,5,2,16.826003824091778,78.96749521988528
6085351,Santiago STEAM Magnet Elementary,73635,Orange,Saddleback Valley Unified,K-6,N,60,0,523.0,231.0,100.0,36.0,6.9,547,5,2,19.120458891013385,44.168260038240916
6095137,Venado Middle,73650,Orange,Irvine Unified,7-8,N,62,0,523.0,122.0,74.0,41.0,7.9,547,5,2,14.149139579349903,23.32695984703633
6047542,Louise Van Meter Elementary,69526,Santa Clara,Los Gatos Union Elementary,K-5,N,60,0,523.0,46.0,55.0,21.0,4.0,319,5,2,10.51625239005736,8.795411089866157
6056949,Cesar Chavez Middle,61192,Alameda,Hayward Unified,7-8,N,62,0,523.0,478.0,55.0,114.0,22.6,296,5,2,10.51625239005736,91.39579349904398
6112171,Tierra Linda Elementary,72553,Ventura,Pleasant Valley,K-5,N,60,0,523.0,145.0,75.0,38.0,7.4,178,5,2,14.340344168260039,27.724665391969406
6114318,Henry P. Mohr Elementary,75101,Alameda,Pleasanton Unified,K-5,N,60,0,523.0,58.0,37.0,40.0,7.7,296,5,2,7.0745697896749515,11.089866156787762
0100933,Hannalei Elementary,68452,San Diego,Vista Unified,K-5,N,60,0,523.0,412.0,153.0,107.0,20.9,569,5,2,29.254302103250478,78.77629063097514
6020671,Wilcox Elementary,64808,Los Angeles,Montebello Unified,K-5,N,60,0,523.0,412.0,128.0,130.0,25.4,1598,5,2,24.47418738049713,78.77629063097514
6012967,Eastside Elementary,64477,Los Angeles,Eastside Union Elementary,K-6,N,60,0,523.0,500.0,75.0,171.0,34.9,1598,5,2,14.340344168260039,95.60229445506691
6014278,Los Molinos Elementary,73445,Los Angeles,Hacienda la Puente Unified,K-5,N,60,0,523.0,308.0,70.0,51.0,9.9,1598,5,2,13.38432122370937,58.89101338432122
6006787,Jefferson Elementary,62265,Fresno,Kings Canyon Joint Unified,K-5,N,60,0,523.0,499.0,79.0,29.0,5.7,292,5,2,15.105162523900573,95.41108986615679
6023824,Hollyglen Elementary,76869,Los Angeles,Wiseburn Unified,K-2,N,60,0,523.0,156.0,86.0,40.0,7.7,1598,5,2,16.44359464627151,29.82791586998088
6034847,Pershing Elementary,67447,Sacramento,San Juan Unified,K-6,N,60,0,524.0,276.0,100.0,62.0,12.1,301,5,2,19.083969465648856,52.67175572519084
6054860,Columbia Elementary,72348,Tuolumne,Columbia Union,K-8,N,61,0,524.0,345.0,72.0,111.0,22.6,19,5,2,13.740458015267176,65.83969465648855
6054860,Columbia Elementary,72348,Tuolumne,Twain Harte,No Data,No Data,60,0,524.0,345.0,72.0,111.0,22.6,19,5,2,13.740458015267176,65.83969465648855
0107391,New Republic Elementary,66191,Monterey,Santa Rita Union Elementary,K-5,N,60,0,524.0,419.0,109.0,88.0,17.0,112,5,2,20.801526717557252,79.9618320610687
6029797,Fletcher Mandarin Language & GATE Academy,66621,Orange,Orange Unified,K-6,N,60,0,524.0,267.0,36.0,51.0,9.9,547,5,2,6.870229007633588,50.95419847328244
6020416,Pacific Elementary,75333,Los Angeles,Manhattan Beach City Elementar,No Data,No Data,60,0,524.0,29.0,102.0,10.0,1.9,1598,5,2,19.46564885496183,5.534351145038168
6007140,Jefferson Elementary,62414,Fresno,Sanger Unified,K-6,N,60,0,524.0,473.0,56.0,82.0,16.2,292,5,2,10.687022900763358,90.2671755725191
6020416,Pacific Elementary,75333,Los Angeles,Manhattan Beach Unified,K-5,N,60,0,524.0,29.0,102.0,10.0,1.9,1598,5,2,19.46564885496183,5.534351145038168
0102707,John F. Kennedy Elementary,75531,Tulare,Dinuba Unified,K-6,N,60,0,525.0,500.0,43.0,122.0,23.7,169,5,2,8.190476190476192,95.23809523809523
0114181,Patricia Beatty Elementary,67215,Riverside,Riverside Unified,K-6,N,60,0,525.0,444.0,125.0,100.0,19.3,444,5,2,23.809523809523807,84.57142857142857
