SchoolCode,SchoolName,DistrictCode,CountyName,District,GSserved,Virtual,SOC,VirtStat,TA,SG_SD,SG_DS,ChronicAbsenteeismCount,chronicabsenteeismrate,Cnty_Sch_Cnt,ENR_decile,ENR_quartile,Rate_Sped,Rate_LI
2230084,Yosemite Park High,65532,Mariposa,Mariposa County Unified,9-10,N,66,0,3.0,0.0,0.0,0.0,0.0,9,1,1,0.0,0.0
6007918,Green Point Elementary,62851,Humboldt,Blue Lake Union Elementary,6-7,N,60,0,3.0,0.0,0.0,0.0,0.0,71,1,1,0.0,0.0
0131227,Longfellow,64279,Los Angeles,Azusa Unified,K,N,60,0,3.0,0.0,0.0,0.0,0.0,1598,1,1,0.0,0.0
6010789,Juniper Ridge Elementary,64162,Lassen,Ravendale-Termo Elementary,1-5,N,61,0,4.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0
6035059,Jefferson Elementary,67488,San Benito,Jefferson Elementary,1-8,N,61,0,4.0,0.0,0.0,0.0,0.0,24,1,1,0.0,0.0
0140376,Casterlin High,63040,Humboldt,Southern Humboldt Joint Unified,9-11,C,66,0,4.0,0.0,0.0,0.0,0.0,71,1,1,0.0,0.0
5530100,Cold Springs High,72413,Tuolumne,Summerville Union High,9-10,N,66,0,5.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0
1230085,Mattole Triple Junction High,75382,Humboldt,Mattole Unified,9-12,C,66,0,5.0,0.0,0.0,0.0,0.0,71,1,1,0.0,0.0
1230085,Mattole Triple Junction High,75382,Humboldt,Ferndale Union High,No Data,No Data,66,0,5.0,0.0,0.0,0.0,0.0,71,1,1,0.0,0.0
5530175,Mountain High,72413,Tuolumne,Summerville Union High,9-10,N,66,0,6.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0
5530092,South Fork High,72413,Tuolumne,Summerville Union High,10-11,N,66,0,6.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0
2330207,Whale Gulch High,75218,Mendocino,Leggett Valley Unified,9-12,C,66,0,7.0,0.0,0.0,0.0,0.0,42,1,1,0.0,0.0
6053706,Coffee Creek Elementary,71670,Trinity,Coffee Creek Elementary,1-5,N,61,0,7.0,0.0,0.0,0.0,0.0,15,1,1,0.0,0.0
6050827,Klamath River Elementary,70375,Siskiyou,Klamath River Union Elementary,1-8,N,61,0,7.0,0.0,0.0,0.0,0.0,34,1,1,0.0,0.0
5337423,Southern Trinity High,73833,Trinity,Southern Trinity Joint Unified,10-12,C,66,0,7.0,0.0,0.0,0.0,0.0,15,1,1,0.0,0.0
0121376,Home and Hospital Program,61259,Alameda,Oakland Unified,2-10,N,65,0,7.0,0.0,0.0,0.0,0.0,296,1,1,0.0,0.0
1438308,Death Valley High Academy,63271,Inyo,Death Valley Unified,8-11,N,66,0,8.0,0.0,0.0,0.0,0.0,13,1,1,0.0,0.0
6052013,Kashia Elementary,70888,Sonoma,Kashia Elementary,1-8,N,61,0,8.0,0.0,0.0,0.0,0.0,103,1,1,0.0,0.0
6035109,Panoche Elementary,67520,San Benito,Panoche Elementary,K-4,N,61,0,8.0,0.0,0.0,0.0,0.0,24,1,1,0.0,0.0
2230076,Coulterville High,65532,Mariposa,Mariposa County Unified,9-12,N,66,0,9.0,0.0,0.0,0.0,0.0,9,1,1,0.0,0.0
6025142,Comptche Elementary,65581,Mendocino,Mendocino Unified,K-1,N,60,0,9.0,0.0,0.0,0.0,0.0,42,1,1,0.0,0.0
6024327,Laguna Elementary,65342,Marin,Laguna Joint Elementary,2-6,N,61,0,9.0,0.0,0.0,0.0,0.0,65,1,1,0.0,0.0
6051700,Dunham Elementary,70672,Sonoma,Dunham Elementary,6,N,60,0,10.0,0.0,0.0,0.0,0.0,103,1,1,0.0,0.0
4734901,McCloud High,70466,Siskiyou,Siskiyou Union High,9-12,N,66,0,10.0,0.0,0.0,0.0,0.0,34,1,1,0.0,0.0
6008031,Maple Creek Elementary,62935,Humboldt,Maple Creek Elementary,K-7,N,61,0,10.0,0.0,0.0,0.0,0.0,71,1,1,0.0,0.0
6043335,Parkfield Elementary,68833,San Luis Obispo,Shandon Joint Unified,K-6,N,60,0,11.0,0.0,0.0,0.0,0.0,73,1,1,0.0,0.0
2730133,Pacific Valley (K-12),75150,Monterey,Big Sur Unified,2-12,C,65,0,11.0,0.0,0.0,3.0,27.3,112,1,1,0.0,0.0
6053755,Hoaglin-Zenia Elementary,73833,Trinity,Southern Trinity Joint Unified,K-7,N,60,0,11.0,0.0,0.0,2.0,18.2,15,1,1,0.0,0.0
6005722,Silver Fork Elementary,61986,El Dorado,Silver Fork Elementary,2-8,N,61,0,11.0,0.0,0.0,1.0,9.1,48,1,1,0.0,0.0
6007983,Jack Norton Elementary,62901,Humboldt,Klamath-Trinity Joint Unified,5-8,N,60,0,11.0,0.0,0.0,0.0,0.0,71,1,1,0.0,0.0
6008080,Orick Elementary,62968,Humboldt,Orick Elementary,K-8,N,61,0,11.0,11.0,0.0,0.0,0.0,71,1,1,0.0,100.0
6010714,Fort Sage Middle,75036,Lassen,Herlong Elementary,No Data,No Data,62,0,12.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0
6010714,Fort Sage Middle,75036,Lassen,Fort Sage Unified,7-8,N,62,0,12.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0
6025928,Edna Beaman Elementary,73668,Mono,Eastern Sierra Unified,K-4,N,60,0,12.0,0.0,0.0,3.0,25.0,9,1,1,0.0,0.0
6005524,Indian Diggings Elementary,61895,El Dorado,Indian Diggings Elementary,2-8,N,61,0,13.0,0.0,0.0,3.0,23.1,48,1,1,0.0,0.0
6053813,Trinity Center Elementary,71761,Trinity,Trinity Center Elementary,1-8,N,61,0,13.0,11.0,0.0,4.0,30.8,15,1,1,0.0,84.61538461538461
6107874,Honeydew Elementary,75382,Humboldt,Mattole Union Elementary,No Data,No Data,60,0,13.0,0.0,0.0,1.0,7.7,71,1,1,0.0,0.0
6107874,Honeydew Elementary,75382,Humboldt,Mattole Unified,K-4,N,60,0,13.0,0.0,0.0,1.0,7.7,71,1,1,0.0,0.0
6116149,Albion Elementary,65581,Mendocino,Mendocino Unified,K-3,N,60,0,14.0,0.0,0.0,4.0,30.8,42,1,1,0.0,0.0
6007553,Indian Valley Intermediate,62653,Glenn,Stony Creek Joint Unified,5-8,N,62,0,14.0,0.0,0.0,0.0,0.0,21,1,1,0.0,0.0
0138248,Guerneville Primary,70722,Sonoma,Guerneville Elementary,No Data,N,60,0,15.0,11.0,0.0,2.0,14.3,103,1,1,0.0,73.33333333333333
6110498,Otter Creek Elementary,73783,El Dorado,Black Oak Mine Unified,K-5,N,60,0,16.0,0.0,0.0,8.0,50.0,48,1,1,0.0,0.0
6007686,Big Lagoon Elementary,62695,Humboldt,Big Lagoon Union Elementary,K-7,N,61,0,16.0,0.0,0.0,8.0,50.0,71,1,1,0.0,0.0
6089080,Honcut,61523,Butte,Palermo Union Elementary,K-2,N,60,0,17.0,13.0,0.0,2.0,14.3,56,1,1,0.0,76.47058823529412
0140350,Brea Online Academy,66449,Orange,Brea-Olinda Unified,K-6,F,60,0,17.0,0.0,0.0,0.0,0.0,547,1,1,0.0,0.0
6050835,Little Shasta Elementary,70383,Siskiyou,Little Shasta Elementary,K-8,N,61,0,18.0,0.0,0.0,1.0,5.6,34,1,1,0.0,0.0
6001358,Mountain House Elementary,61218,Alameda,Mountain House Elementary,K-8,N,61,0,18.0,13.0,0.0,5.0,27.8,296,1,1,0.0,72.22222222222221
0123315,Valley Children's Hospital,75580,Madera,Golden Valley Unified,5-12,N,65,0,19.0,11.0,0.0,0.0,0.0,57,1,1,0.0,57.89473684210527
6042436,New Jerusalem Elementary,68627,San Joaquin,New Jerusalem Elementary,K,N,60,0,19.0,12.0,0.0,1.0,5.3,183,1,1,0.0,63.1578947368421
0125724,Cinnabar Elementary,70649,Sonoma,Cinnabar Elementary,K,N,60,0,20.0,13.0,0.0,1.0,5.0,103,1,1,0.0,65.0
6054100,Hot Springs Elementary,71951,Tulare,Hot Springs Elementary,K-6,N,61,0,20.0,20.0,0.0,0.0,0.0,169,1,1,0.0,100.0
6008239,Whitethorn Elementary,63040,Humboldt,Southern Humboldt Joint Unified,K-6,N,60,0,20.0,19.0,0.0,10.0,55.6,71,1,1,0.0,95.0
6050322,French Gulch-Whiskeytown Elementary,69997,Shasta,French Gulch-Whiskeytown Elementary,1-7,N,61,0,21.0,18.0,0.0,7.0,35.0,57,1,1,0.0,85.71428571428571
0100180,Mountain Oaks High,75606,Madera,Chawanakee Unified,9-12,C,66,0,21.0,19.0,0.0,13.0,65.0,57,1,1,0.0,90.47619047619048
6051726,Fort Ross Elementary,70698,Sonoma,Fort Ross Elementary,1-8,N,61,0,21.0,12.0,0.0,13.0,65.0,103,1,1,0.0,57.14285714285714
6035018,Cienega Elementary,67462,San Benito,Cienega Union Elementary,K-8,N,61,0,21.0,12.0,0.0,2.0,9.5,24,1,1,0.0,57.14285714285714
6009724,Linns Valley-Poso Flat Elementary,63586,Kern,Linns Valley-Poso Flat Union,K-8,N,61,0,22.0,16.0,0.0,5.0,22.7,250,1,1,0.0,72.72727272727273
6005763,Big Creek Elementary,62026,Fresno,Big Creek Elementary,K-8,N,61,0,22.0,0.0,0.0,6.0,27.3,292,1,1,0.0,0.0
6008742,Shoshone Elementary,63271,Inyo,Death Valley Unified,K-6,N,60,0,23.0,13.0,0.0,9.0,39.1,13,1,1,0.0,56.52173913043478
6035158,Willow Grove Elementary,67579,San Benito,Willow Grove Union Elementary,K-8,N,61,0,23.0,0.0,0.0,8.0,34.8,24,1,1,0.0,0.0
6050660,Bogus Elementary,70193,Siskiyou,Bogus Elementary,K-8,N,61,0,23.0,18.0,0.0,14.0,60.9,34,1,1,0.0,78.26086956521739
6050926,Seiad Elementary,70458,Siskiyou,Seiad Elementary,K-8,N,61,0,23.0,15.0,0.0,9.0,40.9,34,1,1,0.0,65.21739130434783
1436203,Owens Valley High,63297,Inyo,Owens Valley Unified,9-12,C,66,0,24.0,15.0,0.0,8.0,33.3,13,1,1,0.0,62.5
6025068,Yosemite National Park Valley Elementary,65532,Mariposa,Mariposa County Unified,K-8,N,60,0,26.0,0.0,0.0,2.0,7.7,9,1,1,0.0,0.0
6042907,Carrisa Plains Elementary,68700,San Luis Obispo,Atascadero Unified,K-5,N,60,0,26.0,19.0,0.0,6.0,23.1,73,1,1,0.0,73.07692307692307
2332724,Leggett Valley High,75218,Mendocino,Fort Bragg Unified,No Data,No Data,66,0,26.0,18.0,0.0,5.0,29.4,42,1,1,0.0,69.23076923076923
2332724,Leggett Valley High,75218,Mendocino,Leggett Valley Unified,9-12,C,66,0,26.0,18.0,0.0,5.0,29.4,42,1,1,0.0,69.23076923076923
1132109,Elk Creek High,62653,Glenn,Stony Creek Joint Unified,9-12,N,66,0,26.0,21.0,0.0,13.0,54.2,21,1,1,0.0,80.76923076923077
6052534,Gratton Elementary,71084,Stanislaus,Gratton Elementary,K-7,N,60,0,26.0,0.0,0.0,0.0,0.0,151,1,1,0.0,0.0
6048300,Greendell,69641,Santa Clara,Palo Alto Unified,K,N,60,0,26.0,0.0,0.0,4.0,15.4,319,1,1,0.0,0.0
6051874,Montgomery Elementary,70821,Sonoma,Montgomery Elementary,K-8,N,61,0,27.0,18.0,0.0,7.0,28.0,103,1,1,0.0,66.66666666666666
6009252,Blake Elementary,63354,Kern,Blake Elementary,K-8,C,61,0,28.0,15.0,0.0,12.0,46.2,250,1,1,0.0,53.57142857142857
6048375,Packard Children's Hospital/Stanford,69641,Santa Clara,Palo Alto Unified,K-11,N,65,0,28.0,0.0,0.0,0.0,0.0,319,1,1,0.0,0.0
6053615,Plum Valley Elementary,71472,Tehama,Antelope Elementary,1-5,N,60,0,29.0,23.0,0.0,7.0,29.2,27,1,1,0.0,79.3103448275862
6053045,Shiloh Elementary,71274,Stanislaus,Shiloh Elementary,K-1,N,60,0,29.0,12.0,0.0,5.0,19.2,151,1,1,0.0,41.37931034482759
6008015,Kneeland Elementary,62919,Humboldt,Kneeland Elementary,K-8,N,61,0,29.0,16.0,0.0,3.0,12.0,71,1,1,0.0,55.172413793103445
6008007,Weitchpec Elementary,62901,Humboldt,Klamath-Trinity Joint Unified,K-3,N,60,0,30.0,22.0,0.0,22.0,84.6,71,1,1,0.0,73.33333333333333
6054852,Chinese Camp Elementary,72363,Tuolumne,Jamestown Elementary,3-6,N,60,0,31.0,19.0,0.0,1.0,3.2,19,1,1,0.0,61.29032258064516
6050439,Oak Run Elementary,70086,Shasta,Oak Run Elementary,1-8,C,61,0,31.0,30.0,0.0,10.0,37.0,57,1,1,0.0,96.7741935483871
1431352,Big Pine High,63248,Inyo,Big Pine Unified,9-12,C,66,0,31.0,18.0,0.0,15.0,50.0,13,1,1,0.0,58.06451612903226
6051627,Bodega Bay Elementary,73361,Marin,Shoreline Unified,K-5,N,60,0,32.0,26.0,0.0,13.0,48.1,65,1,1,0.0,81.25
3630076,Baker High,73858,San Bernardino,Baker Valley Unified,9-12,N,66,0,32.0,21.0,0.0,5.0,16.1,498,1,1,0.0,65.625
6089569,Lee (Edwin and Anita) Newcomer,68478,San Francisco,San Francisco Unified,2-5,N,60,0,32.0,29.0,0.0,1.0,3.2,95,1,1,0.0,90.625
6053011,Roberts Ferry Union Elementary,71233,Stanislaus,Roberts Ferry Union Elementary,K,N,60,0,32.0,0.0,0.0,0.0,0.0,151,1,1,0.0,0.0
6045355,College Elementary,69179,Santa Barbara,College Elementary,K,N,60,0,33.0,11.0,0.0,4.0,12.5,108,1,1,0.0,33.33333333333333
6031900,Eagle Mountain Elementary,67041,Riverside,Desert Center Unified,K-8,C,61,0,34.0,25.0,0.0,12.0,40.0,444,1,1,0.0,73.52941176470588
6026108,Graves Elementary,66027,Monterey,Graves Elementary,K-8,N,61,0,34.0,21.0,0.0,3.0,9.1,112,1,1,0.0,61.76470588235294
6008049,Mattole Elementary,75382,Humboldt,Mattole Union Elementary,No Data,No Data,60,0,34.0,17.0,0.0,6.0,18.2,71,1,1,0.0,50.0
6008049,Mattole Elementary,75382,Humboldt,Mattole Unified,K-8,N,60,0,34.0,17.0,0.0,6.0,18.2,71,1,1,0.0,50.0
6050769,Gazelle Elementary,70318,Siskiyou,Gazelle Union Elementary,K-8,N,61,0,35.0,25.0,0.0,10.0,28.6,34,1,1,0.0,71.42857142857143
2635001,Lee Vining High,73668,Mono,Eastern Sierra Unified,9-12,C,66,0,35.0,14.0,0.0,4.0,11.8,9,1,1,0.0,40.0
6114664,Walt Tyler Elementary,61945,El Dorado,Pioneer Union,K-5,N,60,0,36.0,23.0,0.0,7.0,20.0,48,1,1,0.0,63.888888888888886
6109193,Baker Junior High,73858,San Bernardino,Baker Valley Unified,6-8,N,64,0,36.0,28.0,0.0,3.0,8.3,498,1,1,0.0,77.77777777777779
6053524,Flournoy Elementary,71530,Tehama,Flournoy Union Elementary,K-8,N,61,0,37.0,25.0,0.0,9.0,25.7,27,1,1,0.0,67.56756756756756
6050355,Igo-Ono Elementary,70029,Shasta,"Igo, Ono, Platina Union Elementary",K-8,N,61,0,37.0,32.0,0.0,0.0,0.0,57,1,1,0.0,86.48648648648648
0142109,Middle College Academy,72736,Yuba,Marysville Joint Unified,9-10,C,66,0,37.0,21.0,0.0,8.0,22.2,28,1,1,0.0,56.75675675675676
6035000,Bitterwater-Tully Elementary,67454,San Benito,Bitterwater-Tully Elementary,K-8,N,61,0,37.0,11.0,0.0,15.0,42.9,24,1,1,0.0,29.72972972972973
6050819,Junction Elementary,70367,Siskiyou,Junction Elementary,K-8,N,60,0,37.0,29.0,0.0,18.0,48.6,34,1,1,0.0,78.37837837837837
6024483,Nicasio,65409,Marin,Nicasio,K-8,N,61,0,37.0,20.0,14.0,6.0,16.7,65,1,1,37.83783783783784,54.054054054054056
6111074,Whale Gulch Elementary,75218,Mendocino,Leggett Valley Unified,K-8,N,60,0,38.0,30.0,0.0,18.0,47.4,42,1,1,0.0,78.94736842105263
6050801,Hornbrook Elementary,70359,Siskiyou,Hornbrook Elementary,K-8,C,61,0,38.0,35.0,0.0,6.0,17.1,34,1,1,0.0,92.10526315789474
0126888,Gravenstein First,70714,Sonoma,Gravenstein Union Elementary,1,N,60,0,39.0,0.0,0.0,8.0,20.5,103,1,1,0.0,0.0
5530084,Don Pedro High,75184,Tuolumne,Big Oak Flat-Groveland Unified,9-12,C,66,0,39.0,23.0,0.0,0.0,0.0,19,1,1,0.0,58.97435897435898
2537702,Surprise Valley High,65896,Modoc,Surprise Valley Joint Unified,8-12,C,66,0,39.0,27.0,0.0,10.0,25.6,7,1,1,0.0,69.23076923076923
6025134,Manchester Elementary,65573,Mendocino,Manchester Union Elementary,K-8,N,61,0,39.0,23.0,0.0,14.0,36.8,42,1,1,0.0,58.97435897435898
0132258,Greeley Hill Elementary,65532,Mariposa,Mariposa County Unified,K-8,N,60,0,41.0,33.0,12.0,25.0,64.1,9,1,1,29.268292682926827,80.48780487804879
0107250,Potter Valley Junior High,73866,Mendocino,Potter Valley Community Unified,7-8,N,64,0,42.0,30.0,0.0,7.0,16.7,42,1,1,0.0,71.42857142857143
0131888,Chemehuevi Valley Elementary,67801,San Bernardino,Needles Unified,K-5,N,60,0,42.0,35.0,0.0,1.0,2.4,498,1,1,0.0,83.33333333333334
6007710,Bridgeville Elementary,62729,Humboldt,Bridgeville Elementary,K-7,N,61,0,42.0,31.0,0.0,9.0,21.4,71,1,1,0.0,73.80952380952381
6008197,Casterlin Elementary,63040,Humboldt,Southern Humboldt Joint Unified,K-8,N,60,0,42.0,40.0,0.0,26.0,65.0,71,1,1,0.0,95.23809523809523
6050165,Castle Rock Elementary,69922,Shasta,Castle Rock Union Elementary,K-8,N,61,0,43.0,38.0,0.0,17.0,39.5,57,1,1,0.0,88.37209302325581
1430057,Palisade Glacier High (Continuation),76687,Inyo,Bishop Union Elementary,No Data,No Data,66,0,43.0,30.0,0.0,36.0,90.0,13,1,1,0.0,69.76744186046511
0164814,Burbank Child Development Center,61259,Alameda,Oakland Unified,No Data,N,60,0,43.0,39.0,43.0,29.0,67.4,296,1,1,100.0,90.69767441860465
0134973,Sequoia Union Elementary,72116,Tulare,Sequoia Union Elementary,8,N,64,0,44.0,21.0,0.0,2.0,4.7,169,1,1,0.0,47.72727272727273
1831601,Big Valley Jr. Sr. High,64089,Lassen,Big Valley Joint Unified,7-12,C,66,0,44.0,29.0,0.0,12.0,27.9,19,1,1,0.0,65.9090909090909
6024947,Inverness Elementary,73361,Marin,Shoreline Unified,K-1,N,60,0,45.0,29.0,0.0,6.0,14.3,65,1,1,0.0,64.44444444444444
6040554,Spencer Valley Elementary,68403,San Diego,Spencer Valley Elementary,K-8,N,60,0,45.0,26.0,16.0,7.0,15.6,569,1,1,35.55555555555556,57.77777777777777
4734356,Happy Camp High,70466,Siskiyou,Siskiyou Union High,9-12,N,66,0,46.0,40.0,0.0,24.0,55.8,34,1,1,0.0,86.95652173913044
6007546,Elk Creek Elementary,62653,Glenn,Stony Creek Joint Unified,K-8,N,60,0,46.0,31.0,0.0,17.0,44.7,21,1,1,0.0,67.3913043478261
6104772,Piute Mountain Elementary,63388,Kern,Caliente Union Elementary,K-8,N,61,0,48.0,43.0,0.0,12.0,27.3,250,1,1,0.0,89.58333333333334
6005425,Mountain Elementary,61820,Del Norte,Del Norte County Unified,K-8,N,60,0,48.0,27.0,15.0,2.0,4.3,10,1,1,31.25,56.25
2633006,Coleville High,73668,Mono,Eastern Sierra Unified,9-12,C,66,0,48.0,24.0,0.0,14.0,29.2,9,1,1,0.0,50.0
6027015,Pope Valley Elementary,66282,Napa,Pope Valley Union Elementary,K-8,N,61,0,48.0,48.0,0.0,30.0,62.5,31,1,1,0.0,100.0
6056253,Fairfield Elementary,72678,Yolo,Davis Joint Unified,K-3,N,60,0,48.0,0.0,0.0,4.0,8.3,44,1,1,0.0,0.0
6043657,Kings Mountain Elementary,68890,San Mateo,Cabrillo Unified,K-5,N,60,0,49.0,0.0,0.0,4.0,8.3,143,1,1,0.0,0.0
1136209,Princeton High,62646,Glenn,Princeton Joint Unified,9-12,N,66,0,49.0,36.0,0.0,10.0,25.0,21,1,1,0.0,73.46938775510205
6056600,Camptonville Elementary,72728,Yuba,Camptonville Elementary,K-8,N,60,0,50.0,42.0,0.0,9.0,18.0,28,1,1,0.0,84.0
6025399,Cressey Elementary,65649,Merced,Ballico-Cressey Elementary,K,N,60,0,50.0,40.0,0.0,5.0,10.2,92,1,1,0.0,80.0
0164806,Hintil Kuu Ka Child Development Center,61259,Alameda,Oakland Unified,No Data,N,60,0,50.0,17.0,0.0,10.0,21.3,296,1,1,0.0,34.0
6003537,Grand Island Elementary,61614,Colusa,Pierce Joint Unified,K-6,N,60,0,52.0,38.0,0.0,7.0,14.0,13,1,1,0.0,73.07692307692307
6025001,Yosemite National Park El Portal,65532,Mariposa,Mariposa County Unified,K-8,N,60,0,53.0,44.0,0.0,10.0,21.7,9,1,1,0.0,83.01886792452831
0141341,Siskiyou Avenue Elementary,61549,Butte,Thermalito Union Elementary,No Data,N,60,0,53.0,50.0,11.0,19.0,36.5,56,1,1,20.754716981132077,94.33962264150944
6025902,Surprise Valley Elementary,65896,Modoc,Surprise Valley Joint Unified,K-7,N,60,0,53.0,35.0,0.0,0.0,0.0,7,1,1,0.0,66.0377358490566
0142349,Palo Alto Middle College High,69641,Santa Clara,Palo Alto Unified,10-11,C,66,0,53.0,12.0,11.0,0.0,0.0,319,1,1,20.754716981132077,22.641509433962266
6050959,Willow Creek Elementary,70490,Siskiyou,Willow Creek Elementary,K-8,N,61,0,54.0,36.0,0.0,11.0,22.0,34,1,1,0.0,66.66666666666666
5530076,Tioga High,75184,Tuolumne,Big Oak Flat-Groveland Unified,9-12,C,66,0,55.0,31.0,0.0,25.0,48.1,19,1,1,0.0,56.36363636363636
6002950,Richvale Elementary,61408,Butte,Biggs Unified,1-6,N,60,0,55.0,28.0,0.0,5.0,9.1,56,1,1,0.0,50.90909090909091
6002927,Berry Creek Elementary,73379,Butte,Pioneer Union Elementary,K-8,N,61,0,55.0,52.0,0.0,23.0,46.9,56,1,1,0.0,94.54545454545455
6026025,Captain Cooper Elementary,65987,Monterey,Carmel Unified,K-5,N,60,0,55.0,28.0,0.0,4.0,7.7,112,1,1,0.0,50.90909090909091
6025936,Bridgeport Elementary,73668,Mono,Eastern Sierra Unified,K-8,N,60,0,55.0,25.0,12.0,13.0,24.1,9,1,1,21.818181818181817,45.45454545454545
0123422,Liberty Primary,70797,Sonoma,Liberty Elementary,K-1,N,60,0,56.0,13.0,0.0,2.0,3.6,103,1,1,0.0,23.214285714285715
1833409,Herlong High,75036,Lassen,Lassen Union High,No Data,No Data,66,0,56.0,39.0,0.0,26.0,50.0,19,1,1,0.0,69.64285714285714
1833409,Herlong High,75036,Lassen,Fort Sage Unified,9-12,C,66,0,56.0,39.0,0.0,26.0,50.0,19,1,1,0.0,69.64285714285714
6031298,Donner Trail Elementary,66944,Placer,Tahoe-Truckee Unified,K-5,N,60,0,57.0,0.0,0.0,5.0,8.8,103,1,1,0.0,0.0
6026017,Bradley Elementary,65979,Monterey,Bradley Union Elementary,K-8,C,61,0,57.0,23.0,0.0,10.0,17.5,112,1,1,0.0,40.35087719298245
6045322,Summerland Elementary,69146,Santa Barbara,Carpinteria Unified,K-5,N,60,0,57.0,15.0,0.0,8.0,14.3,108,1,1,0.0,26.31578947368421
1838507,Westwood High,64204,Lassen,Westwood Unified,9-12,C,66,0,58.0,46.0,12.0,17.0,29.3,19,1,1,20.689655172413794,79.3103448275862
6055537,Santa Clara Elementary,72579,Ventura,Santa Clara Elementary,K-6,N,61,0,58.0,14.0,0.0,0.0,0.0,178,1,1,0.0,24.137931034482758
6005581,Latrobe Elementary,61911,El Dorado,Latrobe,K-3,N,60,0,59.0,19.0,0.0,4.0,6.8,48,1,1,0.0,32.20338983050847
4231205,Cuyama Valley High,75010,Santa Barbara,Cuyama Joint Unified,9-12,C,66,0,60.0,51.0,12.0,9.0,15.0,108,1,1,20.0,85.0
4231205,Cuyama Valley High,75010,Santa Barbara,Santa Maria Joint Union High,No Data,No Data,66,0,60.0,51.0,12.0,9.0,15.0,108,1,1,20.0,85.0
6050850,McCloud Elementary,70409,Siskiyou,McCloud Union Elementary,K-8,N,61,0,61.0,50.0,0.0,28.0,46.7,34,1,1,0.0,81.9672131147541
6053805,Van Duzen Elementary,73833,Trinity,Southern Trinity Joint Unified,K-8,N,60,0,61.0,41.0,11.0,11.0,20.0,15,1,1,18.0327868852459,67.21311475409836
6035273,Baker Elementary,73858,San Bernardino,Baker Valley Unified,K-5,N,60,0,61.0,46.0,0.0,11.0,18.0,498,1,1,0.0,75.40983606557377
6052914,Paradise Elementary,71209,Stanislaus,Paradise Elementary,K-8,N,60,0,61.0,44.0,0.0,7.0,11.5,151,1,1,0.0,72.1311475409836
6042915,Creston Elementary,68700,San Luis Obispo,Atascadero Unified,K-5,N,60,0,62.0,29.0,16.0,6.0,9.7,73,1,1,25.806451612903224,46.774193548387096
6043186,Pleasant Valley Elementary,68791,San Luis Obispo,Pleasant Valley Joint Union Elementary,K-6,N,61,0,62.0,16.0,15.0,4.0,6.7,73,1,1,24.193548387096776,25.806451612903224
6009773,McKittrick Elementary,63651,Kern,McKittrick Elementary,K-8,N,61,0,63.0,25.0,0.0,0.0,0.0,250,1,1,0.0,39.682539682539684
6026140,Lagunita Elementary,66076,Monterey,Lagunita Elementary,K-6,N,61,0,63.0,0.0,12.0,6.0,9.5,112,1,1,19.047619047619047,0.0
0133876,Castro Valley Virtual Academy,61150,Alameda,Castro Valley Unified,9-12,V,65,1,63.0,28.0,0.0,12.0,19.4,296,1,1,0.0,44.44444444444444
0135830,PACE Academy,69971,Shasta,Enterprise Elementary,1-8,N,60,0,64.0,57.0,18.0,33.0,55.9,57,1,1,28.125,89.0625
6035141,Tres Pinos Elementary,67561,San Benito,Tres Pinos Union Elementary,K-8,N,61,0,64.0,42.0,0.0,14.0,22.2,24,1,1,0.0,65.625
4732707,Dunsmuir High,70250,Siskiyou,Dunsmuir Joint Union High,9-12,C,66,0,65.0,50.0,15.0,33.0,52.4,34,1,1,23.076923076923077,76.92307692307693
6050694,Delphic Elementary,70227,Siskiyou,Delphic Elementary,K-8,N,61,0,66.0,46.0,0.0,0.0,0.0,34,1,1,0.0,69.6969696969697
6031363,Sheridan Elementary,66951,Placer,Western Placer Unified,K-5,N,60,0,67.0,46.0,12.0,11.0,16.4,103,1,1,17.91044776119403,68.65671641791045
6096341,Sierra Primary,75036,Lassen,Herlong Elementary,No Data,No Data,60,0,67.0,47.0,17.0,32.0,50.8,19,1,1,25.37313432835821,70.1492537313433
6096341,Sierra Primary,75036,Lassen,Fort Sage Unified,K-6,N,60,0,67.0,47.0,17.0,32.0,50.8,19,1,1,25.37313432835821,70.1492537313433
6009781,Midway Elementary,63669,Kern,Midway Elementary,K-8,N,61,0,67.0,37.0,0.0,8.0,12.1,250,1,1,0.0,55.223880597014926
6008627,Mulberry Elementary,63206,Imperial,Mulberry Elementary,K-8,N,61,0,67.0,32.0,11.0,0.0,0.0,54,1,1,16.417910447761194,47.76119402985074
6033120,Alpha Technology Middle,67322,Sacramento,Elverta Joint Elementary,6-8,N,62,0,67.0,41.0,0.0,9.0,13.8,301,1,1,0.0,61.19402985074627
6044077,La Honda Elementary,68940,San Mateo,La Honda-Pescadero Unified,K-5,N,60,0,68.0,21.0,12.0,13.0,19.1,143,1,1,17.647058823529413,30.88235294117647
6046080,Vista de Las Cruces,69344,Santa Barbara,Vista del Mar Union,K-8,N,61,0,68.0,27.0,0.0,14.0,20.6,108,1,1,0.0,39.705882352941174
